ID_Cliente,Nombre_Completo,Localidad,Mes,Actividad,Sexo,Edad,Estado,Cuota,Inscripcion,Metodo_Pago,Fecha_Alta
1015,Juan Gomez,Mendoza Ciudad,2024-09,Funcional,F,19,Activo,35000,0,Tarjeta,11/04/2024
1015,Juan Gomez,Mendoza Ciudad,2024-10,Funcional,F,19,Activo,35000,0,Tarjeta,11/04/2024
1015,Juan Gomez,Mendoza Ciudad,2024-11,Funcional,F,19,Inactivo,0,0,Tarjeta,11/04/2024
1015,Juan Gomez,Mendoza Ciudad,2024-12,Funcional,F,19,Activo,35000,0,Tarjeta,11/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-04,Musculacion,M,35,Activo,35000,20000,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-05,Musculacion,M,35,Activo,35000,0,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-06,Musculacion,M,35,Activo,35000,0,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-07,Musculacion,M,35,Activo,35000,0,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-08,Musculacion,M,35,Inactivo,0,0,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-09,Musculacion,M,35,Activo,35000,0,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-10,Musculacion,M,35,Activo,35000,0,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-11,Musculacion,M,35,Activo,35000,0,Tarjeta,13/04/2024
1016,Florencia Sanchez,Godoy Cruz,2024-12,Musculacion,M,35,Activo,35000,0,Tarjeta,13/04/2024
1017,Tomas Torres,Mendoza Ciudad,2024-05,Musculacion,M,26,Activo,35000,20000,Tarjeta,18/05/2024
1017,Tomas Torres,Mendoza Ciudad,2024-06,Musculacion,M,26,Activo,35000,0,Tarjeta,18/05/2024
1017,Tomas Torres,Mendoza Ciudad,2024-07,Musculacion,M,26,Activo,35000,0,Tarjeta,18/05/2024
1017,Tomas Torres,Mendoza Ciudad,2024-08,Musculacion,M,26,Activo,35000,0,Tarjeta,18/05/2024
1017,Tomas Torres,Mendoza Ciudad,2024-09,Musculacion,M,26,Inactivo,0,0,Tarjeta,18/05/2024
1017,Tomas Torres,Mendoza Ciudad,2024-10,Musculacion,M,26,Activo,35000,0,Tarjeta,18/05/2024
1017,Tomas Torres,Mendoza Ciudad,2024-11,Musculacion,M,26,Activo,35000,0,Tarjeta,18/05/2024
1017,Tomas Torres,Mendoza Ciudad,2024-12,Musculacion,M,26,Activo,35000,0,Tarjeta,18/05/2024
1018,Camila Molina,Mendoza Ciudad,2024-10,Funcional,M,32,Activo,35000,20000,Efectivo,24/10/2024
1018,Camila Molina,Mendoza Ciudad,2024-11,Funcional,M,32,Activo,35000,0,Efectivo,24/10/2024
1018,Camila Molina,Mendoza Ciudad,2024-12,Funcional,M,32,Activo,35000,0,Efectivo,24/10/2024
1019,Camila Vega,Mendoza Ciudad,2024-02,Musculacion,M,51,Activo,35000,20000,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-03,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-04,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-05,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-06,Musculacion,M,51,Inactivo,0,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-07,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-08,Musculacion,M,51,Inactivo,0,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-09,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-10,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-11,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1019,Camila Vega,Mendoza Ciudad,2024-12,Musculacion,M,51,Activo,35000,0,Efectivo,16/02/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-01,Defensa Personal,M,19,Activo,25000,20000,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-02,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-03,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-04,Defensa Personal,M,19,Inactivo,0,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-05,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-06,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-07,Defensa Personal,M,19,Inactivo,0,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-08,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-09,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-10,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-11,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1020,Florencia Dominguez,Mendoza Ciudad,2024-12,Defensa Personal,M,19,Activo,25000,0,Transferencia,02/01/2024
1021,Agustin Herrera,Guaymallen,2024-08,Musculacion,M,16,Activo,35000,20000,Tarjeta,02/08/2024
1021,Agustin Herrera,Guaymallen,2024-09,Musculacion,M,16,Activo,35000,0,Tarjeta,02/08/2024
1021,Agustin Herrera,Guaymallen,2024-10,Musculacion,M,16,Activo,35000,0,Tarjeta,02/08/2024
1021,Agustin Herrera,Guaymallen,2024-11,Musculacion,M,16,Activo,35000,0,Tarjeta,02/08/2024
1021,Agustin Herrera,Guaymallen,2024-12,Musculacion,M,16,Inactivo,0,0,Tarjeta,02/08/2024
1022,Ezequiel Torres,Guaymallen,2024-07,Musculacion,M,30,Activo,35000,20000,Transferencia,03/07/2024
1022,Ezequiel Torres,Guaymallen,2024-08,Musculacion,M,30,Activo,35000,0,Transferencia,03/07/2024
1022,Ezequiel Torres,Guaymallen,2024-09,Musculacion,M,30,Activo,35000,0,Transferencia,03/07/2024
1022,Ezequiel Torres,Guaymallen,2024-10,Musculacion,M,30,Activo,35000,0,Transferencia,03/07/2024
1022,Ezequiel Torres,Guaymallen,2024-11,Musculacion,M,30,Activo,35000,0,Transferencia,03/07/2024
1022,Ezequiel Torres,Guaymallen,2024-12,Musculacion,M,30,Activo,35000,0,Transferencia,03/07/2024
1023,Maria Medina,Mendoza Ciudad,2024-07,Musculacion,M,32,Activo,35000,20000,Tarjeta,06/07/2024
1023,Maria Medina,Mendoza Ciudad,2024-08,Musculacion,M,32,Activo,35000,0,Tarjeta,06/07/2024
1023,Maria Medina,Mendoza Ciudad,2024-09,Musculacion,M,32,Activo,35000,0,Tarjeta,06/07/2024
1023,Maria Medina,Mendoza Ciudad,2024-10,Musculacion,M,32,Activo,35000,0,Tarjeta,06/07/2024
1023,Maria Medina,Mendoza Ciudad,2024-11,Musculacion,M,32,Activo,35000,0,Tarjeta,06/07/2024
1023,Maria Medina,Mendoza Ciudad,2024-12,Musculacion,M,32,Activo,35000,0,Tarjeta,06/07/2024
1024,Paula Rios,Mendoza Ciudad,2024-03,Musculacion,F,23,Activo,35000,20000,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-04,Musculacion,F,23,Inactivo,0,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-05,Musculacion,F,23,Inactivo,0,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-06,Musculacion,F,23,Activo,35000,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-07,Musculacion,F,23,Activo,35000,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-08,Musculacion,F,23,Activo,35000,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-09,Musculacion,F,23,Activo,35000,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-10,Musculacion,F,23,Activo,35000,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-11,Musculacion,F,23,Activo,35000,0,Tarjeta,03/03/2024
1024,Paula Rios,Mendoza Ciudad,2024-12,Musculacion,F,23,Inactivo,0,0,Tarjeta,03/03/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-04,Funcional,F,48,Activo,35000,20000,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-05,Funcional,F,48,Inactivo,0,0,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-06,Funcional,F,48,Activo,35000,0,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-07,Funcional,F,48,Activo,35000,0,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-08,Funcional,F,48,Activo,35000,0,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-09,Funcional,F,48,Activo,35000,0,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-10,Funcional,F,48,Activo,35000,0,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-11,Funcional,F,48,Activo,35000,0,Tarjeta,06/04/2024
1025,Milagros Lopez,Mendoza Ciudad,2024-12,Funcional,F,48,Activo,35000,0,Tarjeta,06/04/2024
1026,Paula Molina,Mendoza Ciudad,2024-08,Musculacion,M,25,Activo,35000,20000,Tarjeta,08/08/2024
1026,Paula Molina,Mendoza Ciudad,2024-09,Musculacion,M,25,Activo,35000,0,Tarjeta,08/08/2024
1026,Paula Molina,Mendoza Ciudad,2024-10,Musculacion,M,25,Activo,35000,0,Tarjeta,08/08/2024
1026,Paula Molina,Mendoza Ciudad,2024-11,Musculacion,M,25,Activo,35000,0,Tarjeta,08/08/2024
1026,Paula Molina,Mendoza Ciudad,2024-12,Musculacion,M,25,Activo,35000,0,Tarjeta,08/08/2024
1027,Agustin Dominguez,Guaymallen,2024-06,Musculacion,M,21,Activo,35000,20000,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-06,Funcional,M,21,Inactivo,0,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-07,Musculacion,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-07,Funcional,M,21,Inactivo,0,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-08,Musculacion,M,21,Inactivo,0,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-08,Funcional,M,21,Inactivo,0,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-09,Musculacion,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-09,Funcional,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-10,Musculacion,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-10,Funcional,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-11,Musculacion,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-11,Funcional,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-12,Musculacion,M,21,Activo,35000,0,Efectivo,11/06/2024
1027,Agustin Dominguez,Guaymallen,2024-12,Funcional,M,21,Inactivo,0,0,Efectivo,11/06/2024
1028,Diego Torres,Godoy Cruz,2024-03,Yoga,F,45,Activo,25000,20000,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-04,Yoga,F,45,Activo,25000,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-05,Yoga,F,45,Inactivo,0,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-06,Yoga,F,45,Inactivo,0,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-07,Yoga,F,45,Activo,25000,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-08,Yoga,F,45,Inactivo,0,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-09,Yoga,F,45,Activo,25000,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-10,Yoga,F,45,Activo,25000,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-11,Yoga,F,45,Activo,25000,0,Transferencia,05/03/2024
1028,Diego Torres,Godoy Cruz,2024-12,Yoga,F,45,Activo,25000,0,Transferencia,05/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-03,Musculacion,M,24,Activo,35000,20000,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-04,Musculacion,M,24,Activo,35000,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-05,Musculacion,M,24,Activo,35000,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-06,Musculacion,M,24,Activo,35000,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-07,Musculacion,M,24,Inactivo,0,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-08,Musculacion,M,24,Activo,35000,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-09,Musculacion,M,24,Activo,35000,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-10,Musculacion,M,24,Activo,35000,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-11,Musculacion,M,24,Activo,35000,0,Tarjeta,26/03/2024
1029,Maria Vega,Mendoza Ciudad,2024-12,Musculacion,M,24,Inactivo,0,0,Tarjeta,26/03/2024
1030,Sofia Cruz,Mendoza Ciudad,2024-12,Musculacion,F,28,Activo,35000,20000,Efectivo,11/12/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-01,Yoga,M,16,Activo,25000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-01,Funcional,M,16,Activo,35000,20000,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-02,Yoga,M,16,Activo,25000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-02,Funcional,M,16,Activo,35000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-03,Yoga,M,16,Activo,25000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-03,Funcional,M,16,Inactivo,0,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-04,Yoga,M,16,Inactivo,0,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-04,Funcional,M,16,Activo,35000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-05,Yoga,M,16,Activo,25000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-05,Funcional,M,16,Activo,35000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-06,Yoga,M,16,Activo,25000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-06,Funcional,M,16,Inactivo,0,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-07,Yoga,M,16,Inactivo,0,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-07,Funcional,M,16,Inactivo,0,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-08,Yoga,M,16,Inactivo,0,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-08,Funcional,M,16,Inactivo,0,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-09,Yoga,M,16,Activo,25000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-09,Funcional,M,16,Activo,35000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-10,Yoga,M,16,Activo,25000,0,Transferencia,07/01/2024
1031,Sofia Herrera,Mendoza Ciudad,2024-10,Funcional,M,16,Activo,35000,0,Transferencia,07/01/2024
